zip_code,city,state
33973,Leehigh,Florida
33974,Leehigh,Florida
33976,Leehigh,Florida
34748,Leesburg,Florida
34749,Leesburg,Florida
34789,Leesburg,Florida
33936,Lehigh,Florida
33971,Lehigh,Florida
33972,Lehigh,Florida
33970,Lehigh Acres,Florida
33074,Lghthse Point,Florida
33547,Lithia,Florida
32337,Lloyd,Florida
32662,Lochloosa,Florida
32810,Lockhart,Florida
34228,Long Boat Key,Florida
32750,Longwood,Florida
32752,Longwood,Florida
32779,Longwood,Florida
32791,Longwood,Florida
33857,Lorida,Florida
33858,Loughman,Florida
32663,Lowell,Florida
33470,Loxahatchee,Florida
33255,Ludlam,Florida
33548,Lutz,Florida
33549,Lutz,Florida
33558,Lutz,Florida
33559,Lutz,Florida
32444,Lynn Haven,Florida
32063,Macclenny,Florida
33608,Macdill AFB,Florida
33738,Madeira Beach,Florida
32340,Madison,Florida
32341,Madison,Florida
34771,Magnolia Sq,Florida
32794,Maitland,Florida
32445,Malone,Florida
34260,Manasota,Florida
33550,Mango,Florida
33407,Mangonia Park,Florida
33052,Marathon,Florida
34145,Marco Island,Florida
34146,Marco Island,Florida
33068,Margate,Florida
32446,Marianna,Florida
32447,Marianna,Florida
32448,Marianna,Florida
34471,Maricamp,Florida
34472,Maricamp,Florida
34480,Maricamp,Florida
32569,Mary Esther,Florida
34753,Mascotte,Florida
32066,Mayo,Florida
32062,Mc Alpin,Florida
32568,Mc David,Florida
32664,Mc Intosh,Florida
32901,Melbourne,Florida
32902,Melbourne,Florida
32904,Melbourne,Florida
32905,Melbourne,Florida
32906,Melbourne,Florida
32908,Melbourne,Florida
32910,Melbourne,Florida
32911,Melbourne,Florida
32912,Melbourne,Florida
32935,Melbourne,Florida
32940,Melbourne,Florida
32941,Melbourne,Florida
32951,Melbourne,Florida
32666,Melrose,Florida
32952,Merritt Island,Florida
32953,Merritt Island,Florida
32954,Merritt Island,Florida
32410,Mexico Beach,Florida
33162,Mia Shores,Florida
33054,Miami,Florida
33101,Miami,Florida
33102,Miami,Florida
33111,Miami,Florida
33116,Miami,Florida
33119,Miami,Florida
33125,Miami,Florida
33127,Miami,Florida
33128,Miami,Florida
33129,Miami,Florida
33130,Miami,Florida
33131,Miami,Florida
33132,Miami,Florida
33135,Miami,Florida
33136,Miami,Florida
33137,Miami,Florida
33140,Miami,Florida
33141,Miami,Florida
33142,Miami,Florida
33151,Miami,Florida
33152,Miami,Florida
33153,Miami,Florida
33155,Miami,Florida
33159,Miami,Florida
33163,Miami,Florida
33164,Miami,Florida
33165,Miami,Florida
33167,Miami,Florida
33168,Miami,Florida
33169,Miami,Florida
33174,Miami,Florida
33175,Miami,Florida
33179,Miami,Florida
33184,Miami,Florida
33185,Miami,Florida
33197,Miami,Florida
33222,Miami,Florida
33238,Miami,Florida
33242,Miami,Florida
33243,Miami,Florida
33245,Miami,Florida
33247,Miami,Florida
33257,Miami,Florida
33265,Miami,Florida
33266,Miami,Florida
33269,Miami,Florida
33299,Miami,Florida
32667,Micanopy,Florida
32745,Mid Florida,Florida
32799,Mid Florida,Florida
32050,Middleburg,Florida
32068,Middleburg,Florida
32343,Midway,Florida
32537,Milligan,Florida
32570,Milton,Florida
32571,Milton,Florida
32572,Milton,Florida
32583,Milton,Florida
32754,Mims,Florida
34755,Minneola,Florida
32577,Molino,Florida
32344,Monticello,Florida
32345,Monticello,Florida
34756,Montverde,Florida
33471,Moore Haven,Florida
32668,Morriston,Florida
32434,Mossy Head,Florida
32756,Mount Dora,Florida
32757,Mount Dora,Florida
32352,Mount Pleasant,Florida
32776,Mount Plymouth,Florida
33860,Mulberry,Florida
33938,Murdock,Florida
34251,Myakka City,Florida
34101,Naples,Florida
34102,Naples,Florida
34103,Naples,Florida
34104,Naples,Florida
34105,Naples,Florida
34106,Naples,Florida
34107,Naples,Florida
34109,Naples,Florida
34110,Naples,Florida
34112,Naples,Florida
34113,Naples,Florida
34114,Naples,Florida
34117,Naples,Florida
34119,Naples,Florida
34120,Naples,Florida
33655,Nations Bank,Florida
32509,Netpmdsa Saufley Field,Florida
34652,New Port Richey,Florida
34653,New Port Richey,Florida
34654,New Port Richey,Florida
34655,New Port Richey,Florida
34656,New Port Richey,Florida
32168,New Smyrna,Florida
32169,New Smyrna,Florida
32170,New Smyrna,Florida
32588,Niceville,Florida
33863,Nichols,Florida
34286,No Port,Florida
34288,No Port,Florida
34289,No Port,Florida
34661,Nobleton,Florida
34268,Nocatee,Florida
34274,Nokomis,Florida
34275,Nokomis,Florida
32452,Noma,Florida
33410,North Palm Beach,Florida
34287,North Port,Florida
34290,North Port,Florida
34291,North Port,Florida
33624,Northdale,Florida
33626,Northdale,Florida
32511,NTT Corry Field,Florida
32071,O Brien,Florida
32759,Oak Hill,Florida
34760,Oakland,Florida
34787,Oakland,Florida
34470,Ocala,Florida
34473,Ocala,Florida
34474,Ocala,Florida
34475,Ocala,Florida
34476,Ocala,Florida
34477,Ocala,Florida
34478,Ocala,Florida
34479,Ocala,Florida
34481,Ocala,Florida
34482,Ocala,Florida
34483,Ocala,Florida
32179,Ocklawaha,Florida
32183,Ocklawaha,Florida
34761,Ocoee,Florida
33556,Odessa,Florida
34762,Okahumpka,Florida
34973,Okeechobee,Florida
34974,Okeechobee,Florida
32680,Old Town,Florida
34677,Oldsmar,Florida
32072,Olustee,Florida
33865,Ona,Florida
34264,Oneco,Florida
32763,Orange City,Florida
32774,Orange City,Florida
32681,Orange Lake,Florida
32065,Orange Park,Florida
32067,Orange Park,Florida
32073,Orange Park,Florida
32182,Orange Springs,Florida
32801,Orlando,Florida
32802,Orlando,Florida
32803,Orlando,Florida
32804,Orlando,Florida
32805,Orlando,Florida
32806,Orlando,Florida
32808,Orlando,Florida
32811,Orlando,Florida
32814,Orlando,Florida
32817,Orlando,Florida
32819,Orlando,Florida
32822,Orlando,Florida
32824,Orlando,Florida
32827,Orlando,Florida
32829,Orlando,Florida
32832,Orlando,Florida
32835,Orlando,Florida
32836,Orlando,Florida
32837,Orlando,Florida
32853,Orlando,Florida
32854,Orlando,Florida
32855,Orlando,Florida
32856,Orlando,Florida
32857,Orlando,Florida
32858,Orlando,Florida
32859,Orlando,Florida
32860,Orlando,Florida
32861,Orlando,Florida
32862,Orlando,Florida
32867,Orlando,Florida
32868,Orlando,Florida
32869,Orlando,Florida
32872,Orlando,Florida
32877,Orlando,Florida
32886,Orlando,Florida
32891,Orlando,Florida
32897,Orlando,Florida
32173,Ormond Beach,Florida
32174,Ormond Beach,Florida
32175,Ormond Beach,Florida
32176,Ormond Beach,Florida
34229,Osprey,Florida
32764,Osteen,Florida
32683,Otter Creek,Florida
32762,Oviedo,Florida
32765,Oviedo,Florida
34484,Oxford,Florida
34660,Ozona,Florida
32401,P C Beach,Florida
32407,P C Beach,Florida
32408,P C Beach,Florida
32417,P C Beach,Florida
33476,Pahokee,Florida
32767,Paisley,Florida
32177,Palatka,Florida
32178,Palatka,Florida
33412,Palm Bch Gdns,Florida
33418,Palm Bch Gdns,Florida
33420,Palm Bch Gdns,Florida
33404,Palm Bch Shrs,Florida
33480,Palm Beach,Florida
34990,Palm City,Florida
34991,Palm City,Florida
32135,Palm Coast,Florida
32137,Palm Coast,Florida
32142,Palm Coast,Florida
32164,Palm Coast,Florida
34682,Palm Harbor,Florida
34683,Palm Harbor,Florida
34684,Palm Harbor,Florida
34685,Palm Harbor,Florida
33629,Palma Ceia,Florida
33690,Palma Ceia,Florida
33944,Palmdale,Florida
34220,Palmetto,Florida
34221,Palmetto,Florida
32402,Panama City,Florida
32405,Panama City,Florida
32406,Panama City,Florida
32409,Panama City,Florida
32411,Panama City,Florida
32412,Panama City,Florida
33706,Pass A Grille,Florida
33741,Pass A Grille,Florida
32538,Paxton,Florida
32590,Pcola,Florida
32079,Penney Farms,Florida
32501,Pensacola,Florida
32502,Pensacola,Florida
32503,Pensacola,Florida
32504,Pensacola,Florida
32505,Pensacola,Florida
32506,Pensacola,Florida
32507,Pensacola,Florida
32508,Pensacola,Florida
32512,Pensacola,Florida
32513,Pensacola,Florida
32514,Pensacola,Florida
32516,Pensacola,Florida
32522,Pensacola,Florida
32523,Pensacola,Florida
32524,Pensacola,Florida
32534,Pensacola,Florida
32591,Pensacola,Florida
32592,Pensacola,Florida
32347,Perry,Florida
32348,Perry,Florida
32180,Pierson,Florida
34278,Pinecraft,Florida
33945,Pineland,Florida
33780,Pinellas Park,Florida
33781,Pinellas Park,Florida
33782,Pinellas Park,Florida
32350,Pinetta,Florida
33563,Plant City,Florida
33564,Plant City,Florida
33565,Plant City,Florida
33566,Plant City,Florida
33567,Plant City,Florida
32768,Plymouth,Florida
32082,Pnte Vdra Bch,Florida
33948,Point Charlotte,Florida
33949,Point Charlotte,Florida
33953,Point Charlotte,Florida
33954,Point Charlotte,Florida
33980,Point Charlotte,Florida
33981,Point Charlotte,Florida
33983,Point Charlotte,Florida
32127,Point Orange,Florida
32128,Point Orange,Florida
32129,Point Orange,Florida
32459,Point Washington,Florida
33868,Polk City,Florida
32181,Pomona Park,Florida
33060,Pompano Beach,Florida
33061,Pompano Beach,Florida
33072,Pompano Beach,Florida
32004,Ponte Vedra,Florida
32081,Ponte Vedra,Florida
34668,Port Richey,Florida
34673,Port Richey,Florida
32457,Port Saint Joe,Florida
34992,Port Salerno,Florida
33950,Punta Gorda,Florida
33951,Punta Gorda,Florida
33955,Punta Gorda,Florida
33982,Punta Gorda,Florida
32185,Putnam Hall,Florida
32351,Quincy,Florida
32353,Quincy,Florida
32083,Raiford,Florida
33597,Rdg Mnr Est,Florida
33568,Riverview,Florida
33569,Riverview,Florida
33578,Riverview,Florida
33579,Riverview,Florida
33419,Riviera Beach,Florida
32955,Rockledge,Florida
32956,Rockledge,Florida
32957,Roseland,Florida
33411,Royal Palm Beach,Florida
33414,Royal Palm Beach,Florida
33421,Royal Palm Beach,Florida
33570,Ruskin,Florida
33571,Ruskin,Florida
33573,Ruskin,Florida
33575,Ruskin,Florida
34695,Safety Harbor,Florida
32084,Saint Augustine,Florida
32085,Saint Augustine,Florida
32086,Saint Augustine,Florida
32092,Saint Augustine,Florida
32095,Saint Augustine,Florida
34769,Saint Cloud,Florida
34770,Saint Cloud,Florida
34772,Saint Cloud,Florida
33956,Saint James City,Florida
33574,Saint Leo,Florida
32355,Saint Marks,Florida
33733,Saint Pete,Florida
33736,Saint Pete Beach,Florida
33701,Saint Petersburg,Florida
33702,Saint Petersburg,Florida
33703,Saint Petersburg,Florida
33704,Saint Petersburg,Florida
33705,Saint Petersburg,Florida
33710,Saint Petersburg,Florida
33712,Saint Petersburg,Florida
33713,Saint Petersburg,Florida
33714,Saint Petersburg,Florida
33715,Saint Petersburg,Florida
33716,Saint Petersburg,Florida
33730,Saint Petersburg,Florida
33731,Saint Petersburg,Florida
33732,Saint Petersburg,Florida
33734,Saint Petersburg,Florida
33737,Saint Petersburg,Florida
33740,Saint Petersburg,Florida
33742,Saint Petersburg,Florida
33743,Saint Petersburg,Florida
33747,Saint Petersburg,Florida
33784,Saint Petersburg,Florida
32358,Saint Teresa,Florida
32356,Salem,Florida
33576,San Antonio,Florida
32187,San Mateo,Florida
32087,Sanderson,Florida
32771,Sanford,Florida
32772,Sanford,Florida
32773,Sanford,Florida
33957,Sanibel,Florida
34230,Sarasota,Florida
34231,Sarasota,Florida
34232,Sarasota,Florida
34233,Sarasota,Florida
34234,Sarasota,Florida
34235,Sarasota,Florida
34236,Sarasota,Florida
34237,Sarasota,Florida
34238,Sarasota,Florida
34239,Sarasota,Florida
34241,Sarasota,Florida
34243,Sarasota,Florida
34276,Sarasota,Florida
34277,Sarasota,Florida
32189,Satsuma,Florida
32775,Scottsmoor,Florida
32958,Sebastian,Florida
32978,Sebastian,Florida
33870,Sebring,Florida
33871,Sebring,Florida
33872,Sebring,Florida
33875,Sebring,Florida
33876,Sebring,Florida
33583,Seffner,Florida
33584,Seffner,Florida
32190,Seville,Florida
34996,Sewalls Point,Florida
32357,Shady Grove,Florida
32579,Shalimar,Florida
32959,Sharpes,Florida
34488,Silver Springs,Florida
34489,Silver Springs,Florida
32460,Sneads,Florida
33493,South Bay,Florida
32192,Sparr,Florida
33888,State Farm Ins,Florida
32399,State of Florida,Florida
34994,Stuart,Florida
34995,Stuart,Florida
34997,Stuart,Florida
32335,Sumatra,Florida
34491,Summerfield,Florida
34492,Summerfield,Florida
33585,Sumterville,Florida
33586,Sun City,Florida
32692,Suwanee,Florida
33587,Sydney,Florida
32301,Tallahassee,Florida
32302,Tallahassee,Florida
32303,Tallahassee,Florida
32304,Tallahassee,Florida
32305,Tallahassee,Florida
32310,Tallahassee,Florida
32311,Tallahassee,Florida
32312,Tallahassee,Florida
32314,Tallahassee,Florida
32315,Tallahassee,Florida
32316,Tallahassee,Florida
32318,Tallahassee,Florida
34270,Tallevast,Florida
33601,Tampa,Florida
33602,Tampa,Florida
33603,Tampa,Florida
33604,Tampa,Florida
33605,Tampa,Florida
33606,Tampa,Florida
33607,Tampa,Florida
33609,Tampa,Florida
33610,Tampa,Florida
33611,Tampa,Florida
33612,Tampa,Florida
33613,Tampa,Florida
33614,Tampa,Florida
33615,Tampa,Florida
33616,Tampa,Florida
33617,Tampa,Florida
33620,Tampa,Florida
33621,Tampa,Florida
33622,Tampa,Florida
33623,Tampa,Florida
33630,Tampa,Florida
33631,Tampa,Florida
33634,Tampa,Florida
33635,Tampa,Florida
33637,Tampa,Florida
33646,Tampa,Florida
33647,Tampa,Florida
33660,Tampa,Florida
33661,Tampa,Florida
33662,Tampa,Florida
33663,Tampa,Florida
33664,Tampa,Florida
33672,Tampa,Florida
33673,Tampa,Florida
33674,Tampa,Florida
33675,Tampa,Florida
33677,Tampa,Florida
33679,Tampa,Florida
33680,Tampa,Florida
33681,Tampa,Florida
33682,Tampa,Florida
33684,Tampa,Florida
33685,Tampa,Florida
33686,Tampa,Florida
33687,Tampa,Florida
33689,Tampa,Florida
33694,Tampa,Florida
32777,Tangerine,Florida
34688,Tarpon Spngs,Florida
34689,Tarpon Spngs,Florida
32360,Telogia,Florida
34250,Terra Ceia,Florida
33592,Thonotosassa,Florida
32780,Titusville,Florida
32781,Titusville,Florida
32782,Titusville,Florida
32783,Titusville,Florida
32796,Titusville,Florida
33593,Trilby,Florida
32580,Valparaiso,Florida
33594,Valrico,Florida
33595,Valrico,Florida
33596,Valrico,Florida
34284,Venice,Florida
34285,Venice,Florida
34292,Venice,Florida
34293,Venice,Florida
33960,Venus,Florida
32462,Vernon,Florida
32960,Vero Beach,Florida
32961,Vero Beach,Florida
32962,Vero Beach,Florida
32964,Vero Beach,Florida
32965,Vero Beach,Florida
32967,Vero Beach,Florida
32970,Wabasso,Florida
32361,Wacissa,Florida
32694,Waldo,Florida
33873,Wauchula,Florida
32463,Wausau,Florida
33877,Waverly,Florida
32195,Weirsdale,Florida
32193,Welaka,Florida
32094,Wellborn,Florida
33543,Wesley Chapel,Florida
33544,Wesley Chapel,Florida
33545,Wesley Chapel,Florida
33401,West Palm Bch,Florida
33402,West Palm Bch,Florida
33405,West Palm Bch,Florida
33416,West Palm Bch,Florida
32464,Westville,Florida
32465,Wewahitchka,Florida
32096,White Springs,Florida
34785,Wildwood,Florida
32696,Williston,Florida
33598,Wimauma,Florida
34786,Windermere,Florida
32971,Winter Beach,Florida
34777,Winter Garden,Florida
34778,Winter Garden,Florida
33882,Winter Haven,Florida
33883,Winter Haven,Florida
32789,Winter Park,Florida
32790,Winter Park,Florida
32793,Winter Park,Florida
32362,Woodville,Florida
32697,Worthington Springs,Florida
34498,Yankeetown,Florida
32466,Youngstown,Florida
32041,Yulee,Florida
32097,Yulee,Florida
32798,Zellwood,Florida
33539,Zephyrhills,Florida
33540,Zephyrhills,Florida
33541,Zephyrhills,Florida
33542,Zephyrhills,Florida
33890,Zolfo Springs,Florida
30450,Aaron,Georgia
31794,Abac,Georgia
31001,Abbeville,Georgia
30101,Acworth,Georgia
30102,Acworth,Georgia
30103,Adairsville,Georgia
31620,Adel,Georgia
31002,Adrian,Georgia
30817,Agnes,Georgia
30410,Ailey,Georgia
30320,Airport Mail Center,Georgia
30415,Akin,Georgia
30411,Alamo,Georgia
31622,Alapaha,Georgia
31701,Albany,Georgia
31702,Albany,Georgia
31703,Albany,Georgia
31704,Albany,Georgia
31705,Albany,Georgia
31706,Albany,Georgia
31707,Albany,Georgia
31708,Albany,Georgia
31721,Albany,Georgia
30420,Aline,Georgia
31301,Allenhurst,Georgia
31003,Allentown,Georgia
31510,Alma,Georgia
30004,Alpharetta,Georgia
30005,Alpharetta,Georgia
30009,Alpharetta,Georgia
30022,Alpharetta,Georgia
30023,Alpharetta,Georgia
30412,Alston,Georgia
31520,Altama,Georgia
30510,Alto,Georgia
31512,Ambrose,Georgia
31998,Amer Fam Life Ins Brm,Georgia
31999,American Family Life Ins,Georgia
31709,Americus,Georgia
31719,Americus,Georgia
31711,Andersonville,Georgia
30802,Appling,Georgia
31712,Arabi,Georgia
30104,Aragon,Georgia
31623,Argyle,Georgia
39813,Arlington,Georgia
30105,Armuchee,Georgia
30619,Arnoldsville,Georgia
31714,Ashburn,Georgia
31331,Ashintilly,Georgia
31997,AT&T Universal Card Service,Georgia
30601,Athens,Georgia
30602,Athens,Georgia
30603,Athens,Georgia
30604,Athens,Georgia
30605,Athens,Georgia
30606,Athens,Georgia
30607,Athens,Georgia
30608,Athens,Georgia
30609,Athens,Georgia
30612,Athens,Georgia
30301,ATL,Georgia
30302,ATL,Georgia
30303,ATL,Georgia
30304,ATL,Georgia
30305,ATL,Georgia
30306,ATL,Georgia
30307,ATL,Georgia
30308,ATL,Georgia
30309,ATL,Georgia
30310,ATL,Georgia
30311,ATL,Georgia
30312,ATL,Georgia
30313,ATL,Georgia
30314,ATL,Georgia
30315,ATL,Georgia
30316,ATL,Georgia
30317,ATL,Georgia
30318,ATL,Georgia
30319,ATL,Georgia
30321,ATL,Georgia
30322,ATL,Georgia
30324,ATL,Georgia
30325,ATL,Georgia
30326,ATL,Georgia
30327,ATL,Georgia
30328,ATL,Georgia
30329,ATL,Georgia
30330,ATL,Georgia
30331,ATL,Georgia
30332,ATL,Georgia
30333,ATL,Georgia
30334,ATL,Georgia
30336,ATL,Georgia
30337,ATL,Georgia
30338,ATL,Georgia
30339,ATL,Georgia
30340,ATL,Georgia
30341,ATL,Georgia
30342,ATL,Georgia
30343,ATL,Georgia
30344,ATL,Georgia
30345,ATL,Georgia
30346,ATL,Georgia
30347,ATL,Georgia
30348,ATL,Georgia
30349,ATL,Georgia
30350,ATL,Georgia
30353,ATL,Georgia
30354,ATL,Georgia
30355,ATL,Georgia
30356,ATL,Georgia
30357,ATL,Georgia
30358,ATL,Georgia
30359,ATL,Georgia
30360,ATL,Georgia
30361,ATL,Georgia
30362,ATL,Georgia
30364,ATL,Georgia
30366,ATL,Georgia
30368,ATL,Georgia
30369,ATL,Georgia
30370,ATL,Georgia
30371,ATL,Georgia
30374,ATL,Georgia
30375,ATL,Georgia
30376,ATL,Georgia
30377,ATL,Georgia
30378,ATL,Georgia
30379,ATL,Georgia
30380,ATL,Georgia
30384,ATL,Georgia
30385,ATL,Georgia
30388,ATL,Georgia
30390,ATL,Georgia
30392,ATL,Georgia
30394,ATL,Georgia
30396,ATL,Georgia
30398,ATL,Georgia
31106,ATL,Georgia
31107,ATL,Georgia
31119,ATL,Georgia
31126,ATL,Georgia
31131,ATL,Georgia
31139,ATL,Georgia
31141,ATL,Georgia
31145,ATL,Georgia
31146,ATL,Georgia
31150,ATL,Georgia
31156,ATL,Georgia
31192,ATL,Georgia
31193,ATL,Georgia
31195,ATL,Georgia
31196,ATL,Georgia
30363,Atlanta,Georgia
31136,Atlanta,Georgia
39901,Atlanta,Georgia
30060,Atlanta Naval Air Station,Georgia
39815,Attapulgus,Georgia
30011,Auburn,Georgia
30901,Augusta,Georgia
30903,Augusta,Georgia
30904,Augusta,Georgia
30905,Augusta,Georgia
30906,Augusta,Georgia
30907,Augusta,Georgia
30909,Augusta,Georgia
30912,Augusta,Georgia
30913,Augusta,Georgia
30914,Augusta,Georgia
30916,Augusta,Georgia
30917,Augusta,Georgia
30919,Augusta,Georgia
30999,Augusta,Georgia
30106,Austell,Georgia
30168,Austell,Georgia
30803,Avera,Georgia
30002,Avondale Est,Georgia
31624,Axson,Georgia
31716,Baconton,Georgia
39817,Bainbridge,Georgia
39818,Bainbridge,Georgia
39819,Bainbridge,Georgia
30599,Baker-Taylor,Georgia
30511,Baldwin,Georgia
30107,Ball Ground,Georgia
30204,Barnesville,Georgia
30821,Barnett,Georgia
31625,Barney,Georgia
30144,Barrett Parkway,Georgia
30413,Bartow,Georgia
31720,Barwick,Georgia
31513,Baxley,Georgia
31515,Baxley,Georgia
31316,Bayview,Georgia
31554,Beach,Georgia
31904,Beallwood,Georgia
30414,Bellville,Georgia
30032,Belvedere,Georgia
31605,Bemiss,Georgia
30092,Berkeley Lake,Georgia
30096,Berkeley Lake,Georgia
31722,Berlin,Georgia
30814,Berzelia,Georgia
30620,Bethlehem,Georgia
30143,Big Canoe,Georgia
30442,Birdsville,Georgia
30621,Bishop,Georgia
31308,Black Creek,Georgia
31516,Blackshear,Georgia
30512,Blairsville,Georgia
30514,Blairsville,Georgia
39823,Blakely,Georgia
31302,Bloomingdale,Georgia
30513,Blue Ridge,Georgia
39824,Bluffton,Georgia
30401,Blun,Georgia
30805,Blythe,Georgia
30622,Bogart,Georgia
31004,Bolingbroke,Georgia
31005,Bonaire,Georgia
30806,Boneville,Georgia
31626,Boston,Georgia
30623,Bostwick,Georgia
30108,Bowdon,Georgia
30109,Bowdon Jct,Georgia
30516,Bowersville,Georgia
30624,Bowman,Georgia
31801,Box Springs,Georgia
30517,Braselton,Georgia
30110,Bremen,Georgia
39825,Brinson,Georgia
31518,Bristol,Georgia
39826,Bronwood,Georgia
31727,Brookfield,Georgia
30205,Brooks,Georgia
31519,Broxton,Georgia
31521,Brunswick,Georgia
31522,Brunswick,Georgia
31523,Brunswick,Georgia
31524,Brunswick,Georgia
31525,Brunswick,Georgia
31527,Brunswick,Georgia
31561,Brunswick,Georgia
31008,Bryon,Georgia
30113,Buchanan,Georgia
30625,Buckhead,Georgia
31803,Buena Vista,Georgia
30515,Buford,Georgia
30518,Buford,Georgia
30519,Buford,Georgia
31294,Business Reply Mail,Georgia
31006,Butler,Georgia
31007,Byromville,Georgia
31009,Cadwell,Georgia
39827,Cairo,Georgia
39828,Cairo,Georgia
30701,Calhoun,Georgia
30703,Calhoun,Georgia
39829,Calvary,Georgia
30807,Camak,Georgia
31730,Camilla,Georgia
31905,Camp Rogers,Georgia
30520,Canon,Georgia
30471,Canoochee,Georgia
30114,Canton,Georgia
30115,Canton,Georgia
30169,Canton,Georgia
30627,Carlton,Georgia
30521,Carnesville,Georgia
31319,Carnigan,Georgia
30112,Carrollton,Georgia
30116,Carrollton,Georgia
30117,Carrollton,Georgia
30118,Carrollton,Georgia
30119,Carrollton,Georgia
30120,Cartersville,Georgia
30121,Cartersville,Georgia
30123,Cassville,Georgia
31804,Cataula,Georgia
30124,Cave Spring,Georgia
31627,Cecil,Georgia
30436,Cedar Crossing,Georgia
39832,Cedar Springs,Georgia
30125,Cedartown,Georgia
30474,Center,Georgia
31028,Centerville,Georgia
31088,Centerville,Georgia
31093,Centerville,Georgia
30039,Centerville Branch,Georgia
31062,Central State Hospital,Georgia
30705,Chatsworth,Georgia
30268,Chattahoochee Hills,Georgia
31011,Chauncey,Georgia
30522,Cherry Log,Georgia
31012,Chester,Georgia
30502,Chestnut Mountain,Georgia
30707,Chickamauga,Georgia
31733,Chula,Georgia
30708,Cisco,Georgia
30111,Clarkdale,Georgia
30523,Clarkesville,Georgia
30021,Clarkston,Georgia
30417,Claxton,Georgia
30438,Claxton,Georgia
30525,Clayton,Georgia
30527,Clermont,Georgia
30528,Cleveland,Georgia
39834,Climax,Georgia
31013,Clinchfield,Georgia
30731,Cloudland,Georgia
31601,Clyattville,Georgia
31303,Clyo,Georgia
31735,Cobb,Georgia
31014,Cochran,Georgia
31634,Cogdell,Georgia
30710,Cohutta,Georgia
31908,COL,Georgia
30628,Colbert,Georgia
39836,Coleman,Georgia
30441,Coleman Lake,Georgia
30421,Collins,Georgia
39837,Colquitt,Georgia
31901,COLS,Georgia
31902,COLS,Georgia
31903,COLS,Georgia
31906,COLS,Georgia
31907,COLS,Georgia
31909,COLS,Georgia
31914,COLS,Georgia
31917,COLS,Georgia
31995,COLS,Georgia
31829,Columbus,Georgia
31993,Columbus,Georgia
30629,Comer,Georgia
30529,Commerce,Georgia
30530,Commerce,Georgia
30206,Concord,Georgia
30288,Conley,Georgia
30012,Conyers,Georgia
30013,Conyers,Georgia
30094,Conyers,Georgia
31738,Coolidge,Georgia
30129,Coosa,Georgia
31010,Cordele,Georgia
31015,Cordele,Georgia
30531,Cornelia,Georgia
31739,Cotton,Georgia
30014,Covington,Georgia
30015,Covington,Georgia
30016,Covington,Georgia
30711,Crandall,Georgia
30630,Crawford,Georgia
30631,Crawfordville,Georgia
31304,Crescent,Georgia
31016,Culloden,Georgia
30028,Cumming,Georgia
30040,Cumming,Georgia
30041,Cumming,Georgia
31805,Cusseta,Georgia
39840,Cuthbert,Georgia
30019,Dacula,Georgia
30533,Dahlonega,Georgia
30597,Dahlonega,Georgia
30423,Daisy,Georgia
30132,Dallas,Georgia
30157,Dallas,Georgia
30719,Dalton,Georgia
30720,Dalton,Georgia
30721,Dalton,Georgia
30722,Dalton,Georgia
39841,Damascus,Georgia
30668,Danburg,Georgia
30633,Danielsville,Georgia
31017,Danville,Georgia
31305,Darien,Georgia
31018,Davisboro,Georgia
39842,Dawson,Georgia
30534,Dawsonville,Georgia
31743,De Soto,Georgia
30808,Dearing,Georgia
30030,Decatur,Georgia
30031,Decatur,Georgia
30033,Decatur,Georgia
30034,Decatur,Georgia
30035,Decatur,Georgia
30036,Decatur,Georgia
30037,Decatur,Georgia
31082,Deepstep,Georgia
30535,Demorest,Georgia
30544,Demorest,Georgia
31532,Denton,Georgia
30634,Dewy Rose,Georgia
31019,Dexter,Georgia
30537,Dillard,Georgia
31629,Dixie,Georgia
30069,Dobbins AFB,Georgia
31545,Doctortown,Georgia
31744,Doerun,Georgia
39845,Donalsonville,Georgia
31533,Douglas,Georgia
31534,Douglas,Georgia
31535,Douglas,Georgia
30133,Douglasville,Georgia
30134,Douglasville,Georgia
30135,Douglasville,Georgia
30154,Douglasville,Georgia
30424,Dover,Georgia
31020,Dry Branch,Georgia
31630,Du Pont,Georgia
31021,Dublin,Georgia
31027,Dublin,Georgia
31040,Dublin,Georgia
31022,Dudley,Georgia
30026,Duluth,Georgia
30029,Duluth,Georgia
30095,Duluth,Georgia
30097,Duluth,Georgia
30098,Duluth,Georgia
30099,Duluth,Georgia
30539,East Ellijay,Georgia
30540,East Ellijay,Georgia
30538,Eastanollee,Georgia
31023,Eastman,Georgia
31024,Eatonton,Georgia
31026,Eatonton,Georgia
31307,Eden,Georgia
30810,Edge Hill,Georgia
39846,Edison,Georgia
31637,El Dorado,Georgia
30635,Elberton,Georgia
31025,Elko,Georgia
31806,Ellaville,Georgia
31747,Ellenton,Georgia
30294,Ellenwood,Georgia
31807,Ellerslie,Georgia
30536,Ellijay,Georgia
30137,Emerson,Georgia
31749,Enigma,Georgia
30170,Ephesus,Georgia
30541,Epworth,Georgia
30138,Esom Hill,Georgia
30724,Eton,Georgia
30145,Euharlee,Georgia
30809,Evans,Georgia
30439,Excelsior,Georgia
30212,Experiment,Georgia
30213,Fairburn,Georgia
31552,Fairfax,Georgia
30139,Fairmount,Georgia
31631,Fargo,Georgia
30638,Farmington,Georgia
31085,Farrar,Georgia
30214,Fayetteville,Georgia
30215,Fayetteville,Georgia
